food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium
Vegetables,9.14,93.18,42.96,12.02,90.33,Biogas,3.3,1.7,30.93,27.5,1.63,0.34,1.54
Vegetables,6.99,71.57,65.69,3.37,90.54,Animal Feed,2.53,1.0,62.33,72.1,1.55,0.45,1.13
Mixed,24.4,83.34,32.87,17.17,83.47,Compost,8.15,4.07,15.7,5.11,1.04,0.41,0.72
Grains,23.4,27.02,52.94,14.36,95.96,Compost,8.98,1.26,38.59,34.82,0.73,0.3,0.38
Mixed,38.04,46.97,35.67,11.3,89.17,Compost,13.57,3.57,24.37,20.2,1.24,0.41,1.1
Vegetables,1.98,88.26,74.12,24.27,96.11,Biogas,0.76,0.35,49.84,40.39,1.66,0.36,0.99
Grains,39.42,17.31,77.75,10.74,95.36,Compost,15.04,1.37,67.0,71.81,0.92,0.23,0.43
Grains,28.09,26.35,51.49,5.5,99.16,Animal Feed,11.14,1.48,45.99,50.78,0.98,0.28,0.39
Grains,13.97,26.58,58.8,28.26,96.0,Compost,5.36,0.74,30.54,14.04,1.1,0.26,0.39
Vegetables,1.97,80.56,92.39,24.28,97.48,Biogas,0.77,0.32,68.11,62.3,1.39,0.62,1.13
Vegetables,47.07,72.63,91.59,0.29,93.23,Donation,17.55,6.84,91.3,109.33,1.42,0.64,1.17
Vegetables,5.92,89.4,77.95,2.64,95.67,Animal Feed,2.26,1.06,75.31,88.27,1.47,0.41,1.58
Grains,8.9,25.07,51.03,25.22,98.29,Compost,3.5,0.45,25.82,10.8,1.01,0.28,0.41
Meat,43.23,55.15,68.7,19.36,87.87,Compost,15.19,4.77,49.34,43.72,3.53,0.47,0.43
Vegetables,49.3,84.07,39.89,22.09,94.84,Biogas,18.7,8.29,17.8,3.69,1.22,0.64,1.24
Fruits,13.82,50.87,56.66,8.03,86.49,Animal Feed,4.78,1.41,48.62,51.92,0.92,0.38,0.89
Mixed,38.94,56.31,32.14,6.28,93.78,Animal Feed,14.61,4.39,25.86,26.0,1.1,0.57,0.97
Vegetables,5.1,81.78,81.7,5.19,94.06,Animal Feed,1.92,0.83,76.51,87.67,1.39,0.69,1.25
Vegetables,13.73,76.99,35.72,9.56,99.65,Animal Feed,5.47,2.11,26.17,23.76,1.34,0.44,1.3
Vegetables,16.13,88.86,51.16,9.96,92.67,Animal Feed,5.98,2.87,41.2,41.48,1.71,0.53,1.24
Vegetables,34.15,77.73,33.36,22.4,93.39,Biogas,12.76,5.31,10.96,-4.77,1.37,0.52,1.22
Mixed,5.79,63.81,78.92,12.0,80.2,Compost,1.86,0.74,66.92,70.7,1.04,0.48,1.05
Grains,47.86,27.74,81.74,15.07,98.51,Compost,18.86,2.66,66.67,67.95,0.89,0.32,0.41
Grains,1.43,10.6,8.84,18.8,98.73,Compost,0.57,0.03,-9.95,-26.98,1.16,0.32,0.4
Vegetables,31.44,83.19,23.62,20.51,97.12,Biogas,12.22,5.23,3.11,-12.67,1.63,0.41,1.12
Grains,27.5,16.46,60.53,7.13,99.18,Animal Feed,10.91,0.91,53.4,58.38,0.92,0.33,0.38
Fruits,9.49,81.79,85.85,17.31,81.1,Compost,3.08,1.55,68.54,68.39,1.68,0.45,0.45
Vegetables,43.09,84.9,89.57,24.74,92.32,Biogas,15.91,7.32,64.83,58.0,1.88,0.57,1.43
Grains,2.58,24.99,76.87,19.17,99.87,Compost,1.03,0.13,57.69,53.89,1.09,0.34,0.32
Mixed,24.19,63.93,66.05,13.22,80.69,Compost,7.81,3.09,52.83,52.82,1.12,0.45,0.78
Vegetables,27.46,93.96,72.19,19.6,99.62,Biogas,10.94,5.16,52.59,47.42,1.16,0.62,0.97
Vegetables,27.43,89.08,36.4,20.59,92.01,Biogas,10.1,4.89,15.81,2.51,1.27,0.44,1.3
Grains,24.13,27.63,93.34,4.6,98.18,Donation,9.48,1.33,88.74,102.81,0.93,0.28,0.39
Meat,25.3,53.5,29.97,16.89,92.77,Compost,9.39,2.71,13.08,2.18,4.03,1.0,0.29
Vegetables,36.14,83.74,35.72,19.58,98.48,Biogas,14.24,6.05,16.14,3.71,1.22,0.34,1.38
Meat,8.9,74.95,5.79,29.88,86.08,Biogas,3.07,1.33,-24.09,-52.81,3.34,1.47,0.59
Mixed,26.69,49.38,47.82,12.49,83.29,Compost,8.89,2.64,35.33,32.41,1.92,0.41,0.68
Grains,43.77,11.41,67.19,12.51,97.72,Compost,17.11,1.0,54.68,55.61,1.03,0.38,0.47
Vegetables,31.72,80.31,64.49,26.2,93.92,Biogas,11.92,5.1,38.29,24.98,1.57,0.45,1.38
Grains,25.15,10.71,17.73,26.61,98.41,Compost,9.9,0.54,-8.88,-31.95,0.95,0.41,0.44
Vegetables,20.59,75.4,70.18,18.62,94.82,Biogas,7.81,3.11,51.57,46.99,1.29,0.38,1.41
Vegetables,16.33,91.53,8.39,29.46,90.12,Biogas,5.89,2.99,-21.08,-48.86,1.37,0.66,1.21
Vegetables,8.76,80.51,52.14,9.9,99.45,Animal Feed,3.49,1.41,42.24,42.76,1.86,0.56,0.85
Grains,25.57,21.57,71.74,24.66,96.05,Compost,9.82,1.1,47.07,36.75,1.07,0.32,0.45
Vegetables,49.69,79.15,33.67,5.78,98.05,Animal Feed,19.49,7.87,27.89,28.84,1.37,0.38,1.07
Vegetables,18.83,73.67,13.76,9.16,95.02,Animal Feed,7.16,2.78,4.61,-1.79,1.49,0.45,1.18
Meat,16.37,59.59,6.32,5.22,92.89,Compost,6.08,1.95,1.09,-2.86,3.2,0.97,0.33
Vegetables,23.72,90.52,89.94,0.73,93.55,Donation,8.87,4.29,89.21,106.47,1.2,0.41,1.02
Grains,44.5,18.34,13.74,6.59,98.25,Animal Feed,17.49,1.63,7.15,3.31,0.83,0.21,0.45
Vegetables,38.47,83.32,53.38,28.36,97.86,Biogas,15.06,6.41,25.02,7.34,1.68,0.44,1.05
Grains,26.25,19.03,49.69,22.35,97.29,Compost,10.22,1.0,27.34,14.94,0.96,0.28,0.33
Vegetables,29.01,86.55,82.47,29.66,93.83,Biogas,10.89,5.02,52.81,39.64,1.86,0.54,0.79
Vegetables,44.58,83.64,85.19,14.72,94.48,Biogas,16.85,7.46,70.47,72.78,1.41,0.42,0.93
Vegetables,48.15,75.43,16.7,22.49,96.1,Biogas,18.51,7.26,-5.79,-24.94,1.2,0.28,1.14
Grains,39.91,23.99,14.04,5.12,95.64,Animal Feed,15.27,1.91,8.93,6.62,0.95,0.37,0.35
Fruits,17.27,69.95,53.26,16.8,95.46,Biogas,6.59,2.42,36.47,30.32,1.31,0.34,0.87
Grains,42.69,15.44,2.04,17.98,97.78,Compost,16.7,1.32,-15.94,-33.51,0.87,0.24,0.34
Mixed,38.3,50.93,0.22,9.15,92.89,Animal Feed,14.23,3.9,-8.93,-18.04,1.51,0.32,0.72
Vegetables,31.31,77.25,45.13,11.29,90.36,Biogas,11.32,4.84,33.84,31.58,1.68,0.61,1.22
Vegetables,19.98,78.27,2.38,6.22,99.95,Animal Feed,7.99,3.13,-3.84,-9.59,1.77,0.46,1.29
Meat,29.68,67.37,92.13,1.14,90.75,Donation,10.77,4.0,90.99,108.28,3.1,1.14,0.51
Grains,26.02,17.16,38.7,10.47,95.25,Compost,9.91,0.89,28.23,25.5,1.04,0.3,0.42
Fruits,48.7,57.4,4.12,23.2,91.53,Compost,17.83,5.59,-19.09,-41.46,0.8,0.32,0.82
Vegetables,16.07,94.64,4.84,27.61,90.85,Biogas,5.84,3.04,-22.77,-49.41,1.64,0.46,1.54
Vegetables,11.45,73.92,14.23,12.3,94.98,Biogas,4.35,1.69,1.93,-7.52,1.16,0.44,1.36
Mixed,1.54,62.68,7.87,18.6,92.05,Biogas,0.57,0.19,-10.72,-27.74,1.38,0.48,0.79
Vegetables,3.37,77.65,75.98,24.12,99.39,Biogas,1.34,0.52,51.85,42.93,1.34,0.6,0.97
Mixed,18.92,78.82,90.1,11.94,93.1,Biogas,7.05,2.98,78.16,84.25,1.38,0.41,0.68
Meat,34.66,69.06,48.99,20.7,85.26,Biogas,11.82,4.79,28.29,17.38,2.7,1.22,0.48
Meat,6.92,53.89,91.05,9.28,92.25,Compost,2.55,0.75,81.77,90.69,2.92,0.91,0.51
Grains,15.05,12.22,84.19,24.07,99.95,Compost,6.02,0.37,60.12,52.9,1.08,0.28,0.38
Mixed,4.52,44.24,66.85,2.69,88.08,Animal Feed,1.59,0.4,64.16,74.84,1.06,0.41,0.9
Mixed,13.48,79.93,27.81,24.22,96.61,Biogas,5.21,2.16,3.59,-15.07,0.95,0.14,0.74
Vegetables,31.48,84.18,26.45,29.95,92.49,Biogas,11.65,5.3,-3.5,-28.17,1.49,0.47,1.37
Vegetables,12.95,86.65,51.36,13.69,91.61,Biogas,4.75,2.24,37.67,34.26,1.44,0.47,1.43
Mixed,2.71,57.18,29.45,28.43,97.43,Compost,1.05,0.31,1.02,-21.51,0.81,0.23,0.95
Vegetables,40.95,76.9,39.07,12.9,90.73,Biogas,14.86,6.3,26.18,21.1,1.55,0.48,1.47
Grains,13.87,14.75,46.93,16.96,97.42,Compost,5.41,0.41,29.97,22.39,1.01,0.28,0.43
Vegetables,45.71,83.95,58.43,5.64,93.16,Animal Feed,17.03,7.67,52.8,58.85,1.66,0.6,0.94
Grains,34.13,15.95,21.39,22.64,97.55,Compost,13.32,1.09,-1.25,-19.61,0.98,0.29,0.47
Grains,25.86,29.43,27.78,27.61,99.42,Compost,10.28,1.52,0.17,-21.88,0.93,0.39,0.5
Fruits,37.36,45.75,50.5,16.13,92.67,Compost,13.85,3.42,34.37,28.35,0.97,0.34,1.01
Vegetables,8.57,89.51,20.95,14.66,94.71,Biogas,3.25,1.53,6.28,-4.19,1.74,0.57,0.93
Vegetables,38.22,78.02,92.16,0.24,94.42,Donation,14.44,5.96,91.92,110.12,1.65,0.62,1.06
Meat,47.32,57.67,45.13,15.76,85.75,Compost,16.23,5.46,29.37,22.64,2.92,0.84,0.39
Meat,45.14,61.62,90.76,26.67,92.46,Biogas,16.7,5.56,64.09,55.57,2.81,0.84,0.54
Vegetables,12.48,76.85,61.93,28.36,92.87,Biogas,4.64,1.92,33.57,17.59,1.36,0.51,1.16
Grains,22.77,11.35,74.73,20.72,95.76,Compost,8.72,0.52,54.01,48.24,0.89,0.34,0.44
Meat,27.79,66.96,40.53,0.42,90.26,Biogas,10.03,3.72,40.11,47.8,3.49,0.87,0.43
Fruits,14.15,42.32,57.44,22.78,87.64,Compost,4.96,1.2,34.66,23.37,1.08,0.52,0.86
Meat,35.6,50.11,58.16,13.91,85.02,Compost,12.11,3.57,44.25,41.98,2.16,1.2,0.41
Vegetables,4.99,87.59,92.72,20.51,91.25,Biogas,1.82,0.87,72.21,70.24,1.83,0.46,1.13
Fruits,5.36,41.78,88.46,7.04,87.73,Animal Feed,1.88,0.45,81.42,92.07,1.48,0.37,1.04
Vegetables,38.3,85.65,34.52,18.66,94.4,Biogas,14.46,6.56,15.86,4.1,1.56,0.53,1.39
Vegetables,13.95,81.2,51.14,4.76,93.15,Animal Feed,5.2,2.26,46.37,51.84,1.4,0.49,0.98
Vegetables,2.44,70.76,46.8,1.16,93.59,Animal Feed,0.91,0.35,45.64,53.83,1.25,0.46,1.07
Vegetables,18.8,90.57,82.55,11.0,97.35,Biogas,7.32,3.41,71.55,77.07,1.52,0.46,1.21
Vegetables,16.91,77.17,93.59,0.02,97.66,Donation,6.61,2.61,93.57,112.27,1.53,0.4,1.33
Vegetables,19.11,70.83,40.5,26.86,98.17,Biogas,7.5,2.71,13.64,-5.12,1.66,0.53,1.59
Vegetables,17.39,93.82,5.12,28.94,90.65,Biogas,6.31,3.26,-23.82,-51.74,1.64,0.59,1.07
Meat,25.78,52.7,61.81,23.73,90.26,Compost,9.31,2.72,38.08,26.72,2.88,0.77,0.41
Grains,25.17,23.03,50.08,3.18,95.62,Animal Feed,9.63,1.16,46.9,53.74,1.04,0.32,0.33
Meat,16.25,57.78,63.72,9.49,94.45,Compost,6.14,1.88,54.23,57.49,3.09,1.28,0.46
Vegetables,40.09,89.06,28.52,0.29,91.69,Animal Feed,14.7,7.14,28.23,33.65,1.66,0.42,1.31
Vegetables,48.62,92.05,78.9,11.18,90.5,Biogas,17.6,8.95,67.72,72.33,1.55,0.42,1.2
Mixed,3.67,73.03,64.89,19.84,87.19,Biogas,1.28,0.54,45.05,38.18,1.24,0.23,0.37
Vegetables,30.18,87.77,83.19,1.25,90.76,Donation,10.95,5.3,81.94,97.33,1.46,0.61,1.31
Grains,40.05,17.94,37.05,9.04,97.71,Animal Feed,15.65,1.44,28.01,26.38,0.91,0.24,0.34
Vegetables,24.71,90.97,14.21,28.3,92.42,Biogas,9.14,4.5,-14.09,-39.55,1.5,0.38,1.36
Grains,6.13,22.65,55.83,27.37,95.88,Compost,2.35,0.28,28.46,12.26,0.97,0.32,0.37
Vegetables,4.99,83.81,34.64,21.17,91.72,Biogas,1.83,0.84,13.47,-0.77,1.61,0.56,1.51
Vegetables,45.93,78.67,43.51,10.77,97.63,Biogas,17.94,7.23,32.74,30.67,1.68,0.4,1.18
Mixed,12.96,75.6,63.34,10.01,88.05,Biogas,4.56,1.96,53.33,55.99,0.93,0.29,0.68
Fruits,48.45,50.22,40.74,15.69,82.32,Compost,15.95,4.87,25.05,17.51,1.1,0.2,0.51
Meat,44.17,61.58,56.76,14.59,87.89,Biogas,15.53,5.44,42.16,38.92,2.52,1.23,0.39
Vegetables,43.9,89.53,71.88,1.64,91.41,Animal Feed,16.05,7.86,70.25,82.99,1.64,0.28,0.75
Grains,13.85,11.69,50.7,29.21,97.32,Compost,5.39,0.32,21.49,2.42,0.9,0.27,0.36
Grains,14.7,17.65,67.42,17.72,97.03,Compost,5.71,0.52,49.7,45.46,0.98,0.29,0.4
Mixed,7.17,84.39,21.38,8.04,88.4,Animal Feed,2.53,1.21,13.34,9.58,0.85,0.19,0.71
Mixed,15.89,84.0,69.69,7.19,85.94,Animal Feed,5.46,2.67,62.5,69.25,1.0,0.34,0.51
Fruits,41.87,52.85,36.63,13.23,93.56,Compost,15.67,4.43,23.4,17.5,1.05,0.43,1.01
Meat,15.37,58.36,25.55,3.04,86.61,Compost,5.33,1.79,22.51,24.58,2.61,0.96,0.4
Grains,43.39,16.71,52.78,3.92,96.18,Animal Feed,16.69,1.45,48.86,55.49,0.85,0.34,0.38
Meat,8.56,51.51,51.16,12.57,87.56,Compost,3.0,0.88,38.59,36.25,3.18,0.77,0.68
Grains,22.29,10.74,42.37,1.37,98.4,Animal Feed,8.77,0.48,41.0,48.1,0.99,0.3,0.43
Fruits,46.53,76.59,79.71,26.04,81.91,Compost,15.24,7.13,53.67,43.58,1.21,0.1,0.9
Grains,39.23,11.36,34.25,13.52,97.22,Compost,15.26,0.89,20.73,14.06,1.07,0.2,0.42
Vegetables,9.86,84.43,70.81,3.43,90.19,Animal Feed,3.56,1.66,67.38,78.11,1.17,0.59,1.27
Vegetables,49.84,80.84,36.82,5.99,93.59,Animal Feed,18.66,8.06,30.82,32.19,1.73,0.35,1.23
Vegetables,21.41,89.73,36.76,5.37,99.52,Animal Feed,8.52,3.84,31.39,33.37,1.22,0.66,1.21
Meat,25.52,74.1,45.34,2.4,93.02,Biogas,9.5,3.78,42.94,49.62,3.79,1.31,0.45
Grains,43.42,27.11,58.59,13.61,97.87,Compost,17.0,2.35,44.98,43.09,1.09,0.35,0.43
Grains,43.67,17.87,3.76,4.44,99.2,Animal Feed,17.33,1.56,-0.67,-4.36,1.14,0.32,0.43
Vegetables,42.53,91.83,42.88,9.71,90.42,Animal Feed,15.38,7.81,33.17,32.03,1.68,0.46,1.35
Vegetables,44.33,78.27,15.94,12.86,96.69,Biogas,17.15,6.94,3.08,-6.6,1.5,0.57,1.19
Vegetables,29.33,80.07,48.87,0.49,90.61,Animal Feed,10.63,4.7,48.38,57.66,1.43,0.6,0.68
Fruits,17.28,72.6,39.82,5.92,81.17,Animal Feed,5.61,2.51,33.91,35.95,1.15,0.49,0.81
Vegetables,43.1,75.97,53.18,20.18,99.75,Biogas,17.2,6.55,33.0,23.46,1.48,0.34,1.06
Meat,26.61,70.31,14.26,4.0,92.52,Biogas,9.85,3.74,10.26,9.1,2.97,0.92,0.37
Meat,26.99,65.02,83.31,10.3,92.32,Biogas,9.97,3.51,73.0,79.36,2.66,0.69,0.42
Grains,49.78,19.51,17.27,21.41,96.08,Compost,19.13,1.94,-4.14,-22.09,1.02,0.26,0.45
Vegetables,30.42,80.45,17.28,22.31,93.34,Biogas,11.36,4.89,-5.03,-23.88,1.1,0.49,1.18
Vegetables,13.81,78.98,86.4,11.13,92.19,Biogas,5.09,2.18,75.28,81.43,1.42,0.56,0.85
Vegetables,39.31,70.56,56.63,15.31,93.02,Biogas,14.63,5.55,41.32,37.34,1.94,0.39,1.15
Grains,33.46,17.59,92.88,22.52,95.32,Compost,12.76,1.18,70.36,66.42,0.88,0.36,0.44
Grains,33.13,15.17,25.02,1.24,99.79,Animal Feed,13.22,1.01,23.78,27.54,0.85,0.31,0.43
Grains,41.05,18.29,58.89,20.98,99.02,Compost,16.26,1.5,37.91,28.7,0.95,0.31,0.41
Vegetables,5.89,83.32,40.45,12.4,90.11,Biogas,2.12,0.98,28.05,23.74,1.31,0.49,1.47
Vegetables,22.28,84.68,38.48,24.58,91.87,Biogas,8.19,3.77,13.89,-3.0,1.76,0.5,0.86
Fruits,17.46,60.29,67.78,9.51,97.58,Animal Feed,6.82,2.11,58.28,62.33,1.05,0.46,0.71
Grains,38.64,26.72,38.13,24.66,96.63,Compost,14.93,2.06,13.47,-3.57,0.98,0.33,0.38
Vegetables,45.68,82.08,57.66,25.03,91.7,Biogas,16.76,7.5,32.62,19.12,1.72,0.51,0.97
Vegetables,3.03,71.41,69.77,21.31,92.3,Biogas,1.12,0.43,48.46,41.1,1.42,0.5,1.17
Grains,15.51,24.72,15.08,28.89,97.88,Compost,6.07,0.77,-13.82,-39.69,0.99,0.36,0.42
Meat,38.06,66.98,22.94,20.39,85.98,Biogas,13.09,5.1,2.55,-13.25,2.44,1.42,0.45
Fruits,14.47,48.98,69.55,4.96,95.9,Animal Feed,5.55,1.42,64.59,73.54,1.71,0.31,0.77
Grains,43.69,16.4,22.95,27.17,95.53,Compost,16.7,1.43,-4.21,-26.79,1.05,0.17,0.45
Grains,18.01,29.92,66.19,20.71,95.69,Compost,6.89,1.08,45.48,38.01,0.96,0.33,0.4
Vegetables,15.06,86.52,50.78,19.43,98.9,Biogas,5.96,2.61,31.35,22.08,1.18,0.38,1.37
Vegetables,27.7,81.79,53.13,4.73,93.37,Animal Feed,10.35,4.53,48.4,54.3,1.8,0.63,1.19
Grains,2.77,13.0,79.8,13.93,95.86,Compost,1.06,0.07,65.87,67.9,1.04,0.35,0.5
Grains,8.92,24.85,70.68,4.46,95.02,Animal Feed,3.39,0.44,66.22,75.9,0.87,0.28,0.44
Grains,34.85,10.05,21.21,7.94,96.59,Animal Feed,13.47,0.7,13.27,9.57,1.11,0.31,0.37
Vegetables,24.71,70.83,2.66,15.86,98.46,Biogas,9.73,3.5,-13.2,-28.52,1.64,0.52,1.24
Grains,29.83,28.41,43.51,19.42,96.37,Compost,11.5,1.69,24.09,13.38,0.82,0.25,0.5
Mixed,43.29,68.78,50.5,19.48,88.31,Biogas,15.29,5.95,31.01,21.63,1.62,0.36,0.89
Vegetables,35.09,85.67,90.16,3.66,91.8,Donation,12.89,6.01,86.5,100.87,1.22,0.69,1.09
Vegetables,9.09,94.73,89.59,11.45,97.68,Biogas,3.55,1.72,78.13,84.6,1.3,0.53,1.53
Mixed,7.85,57.41,90.78,15.22,95.76,Compost,3.01,0.9,75.56,78.5,1.01,0.51,0.91
Vegetables,34.99,84.09,74.37,17.62,97.73,Biogas,13.68,5.88,56.75,54.01,1.78,0.51,1.25
Grains,48.66,22.9,66.29,21.86,99.2,Compost,19.31,2.23,44.43,35.83,1.04,0.45,0.41
Grains,18.46,14.79,42.76,18.06,97.12,Compost,7.17,0.55,24.69,15.18,0.96,0.23,0.34
Vegetables,11.05,75.67,87.31,23.37,94.74,Biogas,4.19,1.67,63.94,58.03,1.55,0.43,1.04
Vegetables,16.69,83.3,33.39,25.85,90.61,Biogas,6.05,2.78,7.54,-11.63,1.3,0.65,0.9
Meat,46.85,67.47,90.62,2.07,90.78,Donation,17.01,6.32,88.54,104.59,2.67,1.17,0.38
Grains,8.32,26.21,48.02,23.53,98.07,Compost,3.26,0.44,24.49,10.56,0.92,0.28,0.39
Fruits,28.78,47.1,62.02,17.48,81.43,Compost,9.37,2.71,44.53,39.45,1.12,0.56,0.79
Vegetables,21.17,83.76,58.54,10.69,95.98,Biogas,8.13,3.55,47.84,48.86,1.5,0.56,0.99
Vegetables,21.16,81.5,38.07,6.05,93.31,Animal Feed,7.9,3.45,32.02,33.58,1.72,0.57,0.92
Meat,36.46,72.17,19.04,18.88,90.55,Biogas,13.21,5.26,0.16,-14.9,3.34,0.92,0.59
Fruits,27.46,61.19,54.21,19.13,97.88,Biogas,10.75,3.36,35.08,26.79,0.81,0.42,0.93
Vegetables,4.49,76.88,18.4,10.55,93.36,Biogas,1.68,0.69,7.85,0.98,1.01,0.45,0.92
Grains,17.74,21.53,20.06,29.0,96.55,Compost,6.85,0.76,-8.94,-33.93,1.01,0.31,0.39
Mixed,35.14,62.59,18.25,15.29,94.32,Biogas,13.26,4.4,2.96,-8.68,1.32,0.47,0.7
Grains,36.43,14.03,66.63,11.42,95.46,Compost,13.91,1.02,55.21,57.11,0.95,0.29,0.5
Meat,34.45,66.26,48.65,0.96,85.28,Biogas,11.75,4.56,47.69,56.46,2.83,1.2,0.54
Meat,22.32,68.87,36.01,16.39,92.56,Biogas,8.26,3.07,19.62,10.43,2.72,1.05,0.42
Vegetables,29.82,89.44,40.88,27.44,99.87,Biogas,11.91,5.33,13.44,-5.82,1.32,0.45,1.18
Vegetables,24.41,84.32,29.57,19.06,91.8,Biogas,8.96,4.12,10.51,-2.63,1.5,0.56,1.15
Vegetables,33.82,76.98,70.8,17.34,92.31,Biogas,12.49,5.21,53.46,50.28,1.48,0.54,1.27
Fruits,6.42,51.86,93.12,9.69,82.36,Animal Feed,2.12,0.67,83.43,92.36,1.11,0.52,1.05
Vegetables,42.47,94.46,76.25,13.07,90.3,Biogas,15.34,8.02,63.19,65.37,1.24,0.57,1.38
Vegetables,29.65,89.73,11.88,23.93,99.12,Biogas,11.76,5.32,-12.05,-33.6,1.65,0.34,1.14
Grains,34.04,13.18,47.76,21.19,95.03,Compost,12.94,0.9,26.56,14.92,0.9,0.19,0.41
Vegetables,10.58,80.17,26.09,19.37,96.18,Biogas,4.07,1.7,6.72,-7.43,1.7,0.47,1.0
Mixed,9.13,48.52,38.68,8.44,90.81,Animal Feed,3.32,0.89,30.24,29.54,1.73,0.36,0.88
Meat,40.0,58.22,28.13,5.13,91.23,Compost,14.6,4.66,23.0,23.49,2.11,1.1,0.44
Mixed,21.7,68.96,13.35,26.52,94.57,Biogas,8.21,2.99,-13.16,-37.01,1.39,0.58,0.94
Meat,29.0,58.12,74.53,19.36,86.46,Compost,10.03,3.37,55.17,50.71,2.89,1.29,0.47
Mixed,48.66,58.0,74.12,19.5,83.47,Compost,16.25,5.64,54.62,49.94,1.56,0.39,0.4
Mixed,27.91,83.54,80.97,27.78,85.24,Biogas,9.52,4.66,53.19,41.6,1.05,0.36,0.98
Grains,36.7,29.17,61.83,22.19,96.88,Compost,14.22,2.14,39.63,29.81,1.1,0.3,0.44
Vegetables,17.64,89.26,55.25,5.77,94.04,Animal Feed,6.64,3.15,49.48,54.76,1.57,0.55,1.17
Grains,26.41,29.77,35.61,13.94,98.59,Compost,10.42,1.57,21.67,14.85,0.73,0.34,0.41
Vegetables,48.06,87.55,47.77,14.03,93.92,Biogas,18.06,8.42,33.75,29.28,1.63,0.45,1.11
Grains,42.74,29.58,18.09,8.42,96.77,Animal Feed,16.54,2.53,9.68,4.88,1.1,0.26,0.33
Vegetables,47.13,80.76,55.17,21.11,90.83,Biogas,17.12,7.61,34.06,23.98,1.45,0.45,1.01
Vegetables,47.92,89.01,25.99,29.92,98.26,Biogas,18.84,8.53,-3.93,-28.65,1.29,0.35,0.75
Fruits,12.66,80.16,38.13,4.47,90.56,Animal Feed,4.59,2.03,33.66,36.81,1.74,0.39,0.53
Vegetables,15.91,80.25,41.97,13.23,91.72,Biogas,5.84,2.55,28.73,23.9,1.4,0.51,1.37
Vegetables,30.66,93.41,9.32,28.51,92.92,Biogas,11.4,5.73,-19.19,-45.83,1.45,0.64,0.85
Grains,6.64,16.7,32.21,23.34,96.87,Compost,2.57,0.22,8.87,-8.02,1.13,0.25,0.33
Vegetables,1.69,79.14,23.46,29.45,92.78,Biogas,0.63,0.27,-5.99,-30.75,1.27,0.5,1.38
Vegetables,38.39,86.24,35.43,8.28,94.62,Animal Feed,14.53,6.62,27.15,25.96,1.7,0.47,0.74
Grains,6.88,11.3,10.68,4.3,97.71,Animal Feed,2.69,0.16,6.38,4.22,0.95,0.24,0.39
Vegetables,23.12,74.83,17.0,26.84,97.56,Biogas,9.02,3.46,-9.84,-33.27,1.45,0.48,1.2
Vegetables,46.35,72.97,84.48,11.72,98.42,Biogas,18.25,6.77,72.76,77.94,1.53,0.37,1.26
Meat,32.53,67.86,69.53,8.32,88.44,Biogas,11.51,4.41,61.2,66.78,3.05,1.14,0.57
Vegetables,28.71,74.92,37.54,10.82,93.79,Biogas,10.77,4.3,26.73,23.42,1.59,0.36,1.37
Grains,34.04,25.65,91.64,10.96,98.33,Compost,13.39,1.75,80.67,88.04,1.08,0.31,0.4
Vegetables,4.61,81.3,73.45,26.88,96.89,Biogas,1.79,0.75,46.56,34.37,1.61,0.5,1.29
Grains,9.17,26.96,83.92,17.95,97.87,Compost,3.59,0.49,65.97,64.81,1.07,0.36,0.35
Vegetables,19.97,83.91,46.12,27.14,92.52,Biogas,7.39,3.35,18.98,1.06,1.3,0.49,1.11
Mixed,25.52,61.22,21.27,3.72,91.53,Animal Feed,9.34,3.12,17.54,18.07,0.94,0.3,0.9
Grains,32.94,11.19,98.32,0.31,98.86,Donation,13.02,0.74,98.01,117.37,0.89,0.22,0.48
Grains,8.83,16.59,31.88,10.88,95.67,Compost,3.38,0.29,21.0,16.49,0.9,0.38,0.39
Fruits,11.37,82.6,52.59,29.92,80.78,Compost,3.67,1.88,22.67,3.26,1.27,0.39,0.99
Fruits,45.3,66.35,63.8,21.79,97.21,Biogas,17.61,6.01,42.0,32.97,1.48,0.46,0.98
Grains,35.64,15.54,67.32,17.9,98.17,Compost,13.99,1.11,49.42,44.99,1.07,0.35,0.4
Vegetables,43.28,71.35,16.83,9.57,99.0,Animal Feed,17.14,6.18,7.25,1.04,1.28,0.55,1.14
Mixed,37.89,81.26,48.3,21.62,85.38,Biogas,12.94,6.16,26.68,14.72,1.4,0.41,0.64
Grains,20.43,10.09,90.45,26.82,97.34,Compost,7.95,0.41,63.63,54.9,0.98,0.29,0.48
Vegetables,49.78,73.92,60.4,26.09,98.4,Biogas,19.59,7.36,34.31,20.3,1.59,0.67,1.37
Grains,42.58,13.09,66.03,20.13,99.33,Compost,16.92,1.11,45.9,38.98,0.96,0.32,0.5
Vegetables,48.71,70.16,45.73,13.49,96.21,Biogas,18.75,6.84,32.25,27.91,1.54,0.56,1.53
Grains,35.29,24.62,78.64,15.34,97.57,Compost,13.78,1.74,63.31,63.7,1.02,0.38,0.38
Vegetables,20.5,71.91,20.85,6.78,97.86,Animal Feed,8.03,2.95,14.07,11.46,1.62,0.45,1.12
Grains,32.29,12.59,37.62,18.96,98.62,Compost,12.74,0.81,18.66,7.22,0.94,0.2,0.42
