food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium,food_category_encoded
Grains,0.05650523384280188,-1.1215166263704195,-0.6274087348931529,1.02667214587365,1.0152497162401786,Compost,10.31,1.43,8.06,-9.57,0.85,0.29,0.34,1
Meat,-0.0835304489348975,0.4513297489699067,0.7761944110512389,0.5455141531232911,-1.1036124755086352,Biogas,8.6,3.41,52.49,47.1,3.19,0.89,0.53,2
Fruits,0.05367623015032317,0.8078999286367679,1.4338608117733809,-0.8968114766964015,-0.8487284252459628,Animal Feed,9.41,4.19,83.9,94.83,0.99,0.7,1.3,0
Grains,-0.8784804865214331,-1.6906434673315343,0.9492461536285238,-1.241316006111933,1.2612682343198,Animal Feed,5.14,0.31,73.01,84.16,1.04,0.26,0.46,1
Grains,-1.62392295948959,-1.4445444169479644,-1.5627952708804544,-1.6168259431748624,0.9797875875079817,Animal Feed,0.93,0.09,4.28,4.31,0.97,0.33,0.37,1
Vegetables,-0.7490535675905291,0.8556613739704682,-0.942809491525947,-0.2537363551207424,-0.6669850154934511,Biogas,5.36,2.4,10.19,1.9,2.04,0.58,1.29,4
Grains,0.7651706588087351,-1.6483508897841355,0.07735844253853266,0.5455141531232911,0.28827607723012527,Compost,13.79,0.94,32.46,23.05,0.95,0.31,0.41,1
Meat,-0.06797092862626407,-0.06493137005695984,-0.33643060322086293,-1.3515574555249033,-0.9462492792595061,Compost,8.75,2.75,37.12,41.87,2.24,0.96,0.53,2
Meat,-0.6210411505058645,0.2533567351057903,0.45102460443424325,-1.4549088143495625,-0.7489911881866561,Biogas,6.0,2.15,60.59,70.76,3.41,1.07,0.69,2
Grains,-1.0460989553008007,-1.4718887558794722,-0.3985338495490016,-0.7693448008126548,0.7714475812063206,Animal Feed,4.1,0.38,30.27,29.59,1.11,0.34,0.37,1
Vegetables,0.5225835921786802,0.60555182054361,0.7824745146125115,1.187440926267565,0.20848628758268056,Biogas,12.43,4.89,47.08,36.12,1.56,0.53,1.31,4
Vegetables,0.9122788508176314,0.48341377331620894,1.6554089096293814,1.1954793652872608,-0.7800205508273292,Biogas,13.84,5.46,72.02,66.0,1.29,0.44,0.93,4
Mixed,1.0798973195969985,0.8964955867748527,0.46986491511806056,0.9795898601868607,-1.651059087811937,Biogas,14.06,6.72,39.93,29.0,1.22,0.24,0.8,3
Grains,-0.6924734937409537,-1.3876681919704283,1.1313691569054252,-1.6730950163127325,0.2727613959097903,Donation,5.92,0.63,81.99,97.95,0.96,0.39,0.4,1
Mixed,-0.1379887700151139,0.8286816262247135,-0.48296635298388657,1.5250553650947858,-1.584567596439064,Biogas,8.12,3.78,7.87,-13.28,1.3,0.36,1.08,3
Grains,1.19164296544991,-1.3614176265961808,0.3390294242582179,0.8452330937148035,1.2213733394960793,Compost,16.8,1.76,37.35,26.83,0.98,0.31,0.37,1
Grains,0.6109899575686419,-1.106932978940282,-0.11732476786091312,-1.219497385915616,0.6185171510487185,Animal Feed,13.15,1.89,42.25,47.1,1.1,0.24,0.41,1
Grains,-0.5955801172735556,-1.1313605883857623,0.9837867232155226,-0.022918320412336213,0.5852714053622818,Compost,6.53,0.92,63.4,64.14,0.99,0.21,0.38,1
Vegetables,-1.6104851919503163,0.8549321915989609,-0.36538885853117475,1.5675442570560347,0.742634601611411,Biogas,0.99,0.42,10.86,-9.98,1.39,0.37,1.05,4
Grains,-0.8197786599024985,-1.3428234761227555,1.467354697433501,0.253833651551474,1.1016886550249108,Compost,5.44,0.59,74.84,75.94,1.0,0.28,0.38,1
Grains,1.6202370248604445,-1.6632991284000265,-1.7257290688312452,0.07009790252985738,1.0241152484232294,Compost,19.04,1.21,-15.08,-30.68,1.05,0.3,0.47,1
Vegetables,0.2304889609302466,1.1032187890970513,1.5231778402003668,-0.15497839002162336,0.2727613959097903,Biogas,10.89,5.05,80.0,84.99,1.34,0.53,1.2,4
Grains,-0.9513273316027616,-1.560484414017557,0.25564360475021153,-1.4055298318000031,0.7692311981605572,Animal Feed,4.63,0.37,54.56,63.17,1.0,0.32,0.41,1
Vegetables,-0.8735297300595952,0.6616988631496395,-0.8350010470574366,-0.7854216788520463,0.21513543671996788,Animal Feed,4.93,1.98,17.9,14.86,1.27,0.4,1.22,4
Fruits,1.3528961759212004,0.4502359754126463,1.2130105032019667,-0.4730709055152975,-1.3983914205950283,Biogas,15.6,6.27,73.89,79.87,1.33,0.42,0.77,0
Vegetables,0.23968322293080255,0.6781054665085443,0.010719565860586273,0.8222661250871015,-0.5827624597544794,Biogas,10.5,4.41,28.13,15.93,1.5,0.56,0.99,4
Vegetables,-0.44069216511034287,0.59279112904224,-1.645483301103875,0.11143844605972111,-0.11732202014438567,Biogas,7.14,2.84,-13.13,-28.63,1.48,0.46,1.31,4
Grains,-0.5793133460418026,-1.2899577541885072,-0.02696105550704835,-1.414716619251084,0.246164799360641,Animal Feed,6.52,0.78,46.55,53.62,0.91,0.28,0.37,1
Vegetables,0.6166479649535994,0.7980559666214246,-1.5676797958725555,0.016125526254757355,-0.5118382022900855,Biogas,12.49,5.45,-10.09,-24.31,1.23,0.58,1.01,4
Vegetables,1.0919205852900336,1.1498864608734913,1.3218656315973558,1.657115434704073,0.6229499171402423,Biogas,15.79,7.31,58.45,46.51,1.81,0.36,0.92,4
Vegetables,1.0572652900571684,0.8862870335737564,1.459679015303057,0.8153760344987906,0.124263731843712,Biogas,15.24,6.64,69.73,65.89,1.73,0.35,1.03,4
Grains,0.8854033157390828,-1.2338107115824781,0.6983909058199189,0.2710588780222508,0.5010488496233133,Compost,14.58,1.84,52.66,49.21,1.04,0.28,0.4,1
Meat,-1.243421962851195,-0.29790513775340594,1.3009319530597812,-1.448018723761252,-1.8062059010152995,Donation,2.66,0.77,84.89,99.87,2.81,0.69,0.39,2
Grains,1.5997267480899735,-1.3909495126422093,-0.007422955538645349,1.5640992117618793,0.35033480251147153,Compost,18.34,1.92,21.16,2.4,1.09,0.23,0.49,1
Grains,0.5749201604895372,-1.1299022236427485,-0.5377428118238741,-1.392897999054767,1.159314614214733,Animal Feed,13.28,1.82,31.71,35.66,1.06,0.28,0.44,1
Mixed,1.144257153600891,0.27413843269373644,0.2388966619201518,0.7579586129295354,-0.041964996588464774,Biogas,15.58,5.45,35.24,24.91,1.4,0.52,0.91,3
Grains,1.5947759916281357,-1.300530898575357,-0.6465979402192632,-0.0022480486474043466,0.8401554556249542,Compost,18.74,2.16,16.48,7.71,0.92,0.28,0.45,1
Grains,-0.9555708371414797,-1.2600612769567254,0.8840028555197493,-0.08148409041297656,1.092823122841863,Compost,4.67,0.56,61.04,61.72,1.08,0.43,0.43,1
Grains,-0.5517305600401345,-1.7139773032197543,0.4220663491239315,-0.42598861982850816,0.43012459215891624,Compost,6.72,0.39,50.79,51.82,0.97,0.3,0.36,1
Grains,-1.4230636973235973,-1.196257819449874,0.9761110410850785,-0.31115377668999766,0.2395156502233537,Compost,1.97,0.26,65.69,68.9,0.9,0.4,0.4,1
Vegetables,-1.2257406897732026,0.9716013710400607,0.5584841542604608,-1.632902821214254,0.93102716050121,Animal Feed,3.14,1.35,65.22,77.54,1.23,0.38,1.24,4
Fruits,1.473836083774668,0.31570182786962825,-0.05905936259799647,-0.5362300692414784,0.3968788464724828,Biogas,17.7,6.17,37.97,37.21,1.17,0.39,1.02,0
Vegetables,1.0897988325206742,0.44841301948387924,-1.1483084358364732,-0.0355501531575723,-0.15721691496810647,Biogas,15.21,5.74,2.39,-8.98,1.36,0.45,1.13,4
Grains,0.07701551061327294,-1.227248070238916,0.1917958852106084,0.841788048420648,1.1925603599011665,Compost,10.5,1.3,33.16,21.82,1.05,0.2,0.41,1
Vegetables,-0.3296537701805509,1.1659284730466424,-1.6510656153805618,0.3778552821410656,-0.31236372817147207,Biogas,7.66,3.73,-15.62,-33.48,1.39,0.62,1.24,4
Fruits,-0.007854600161090255,-0.15024570752326388,1.0846172748381746,0.6258985433202484,0.8556701369452892,Compost,9.87,2.73,60.63,56.29,1.1,0.47,0.69,0
Grains,0.09257503092190637,-1.6282983745676964,0.7706120967745523,1.4090721735248903,0.33260373814537303,Compost,10.18,0.72,44.81,31.86,1.1,0.34,0.42,1
Fruits,0.9773459357446432,0.8097228845655349,-1.6733948724873082,0.06665285723570194,-2.4533897503779083,Compost,12.99,6.29,-13.55,-28.82,1.47,0.48,0.8,0
Grains,0.439835234173676,-1.198809957750148,-0.2921209836496628,1.0749027799918247,1.0551446110639027,Compost,12.47,1.6,17.27,1.14,0.98,0.27,0.41,1
Grains,0.6406944963396687,-1.5922038471781064,-0.10650903394983272,0.47890994410295473,0.5653239579504199,Compost,13.28,1.0,27.77,17.9,1.02,0.24,0.25,1
Mixed,1.3139973751496172,0.7718054012471772,0.034793296178797235,1.1656223060712478,-0.31458011121723556,Biogas,16.27,6.97,25.84,10.79,1.05,0.4,0.73,3
Mixed,-0.15425554124686686,-0.1710274051112098,1.7059986327618542,-1.3584475461132137,-1.7751765383746296,Animal Feed,7.96,2.48,95.72,112.24,0.71,0.46,0.77,3
Vegetables,0.05367623015032317,1.2213463332811647,1.227664078178269,-0.7808282851265057,-0.11953840319014601,Animal Feed,9.75,4.78,76.98,85.71,1.67,0.47,1.44,4
Grains,-0.7532970731292473,-1.6009540356361887,1.7136743148922982,1.6192199364683644,0.6717103441470139,Compost,5.69,0.42,70.01,60.64,1.11,0.27,0.36,1
Mixed,0.31323731893525064,0.012361961322768653,0.2612259190268983,-1.261986277876865,-1.872697392388173,Animal Feed,10.19,3.48,53.46,60.85,1.59,0.61,0.97,3
Grains,-0.47039670388136984,-1.3811055506268664,-0.31096129433348013,-0.43517540727958903,0.6096516188656677,Compost,7.23,0.76,29.87,26.78,1.03,0.24,0.39,1
Vegetables,-0.2518561686373845,0.8669637007288242,1.36547746188397,0.503025261162042,-0.844295659154439,Biogas,7.85,3.57,69.74,68.09,1.58,0.41,1.19,4
Vegetables,1.1470861572933697,0.7594093009315608,-0.06185051973633972,-0.3123021251213827,-0.40323543304772796,Biogas,15.32,6.56,35.94,33.21,1.62,0.35,1.22,4
Mixed,-0.8841384939063907,-0.26946702526463784,0.6031426684739538,1.088682961168446,0.4899669343945022,Compost,4.93,1.3,42.8,31.68,1.21,0.35,0.83,3
Vegetables,-0.39259910233820344,0.6099269147726515,-1.625945201135472,0.17689430664867214,0.4988324665775498,Biogas,7.61,2.96,-13.15,-29.11,1.39,0.52,1.43,4
Grains,-0.22851688817443475,-1.10037033759672,0.36310315457642917,1.6708956158806945,0.5675403409961834,Compost,8.53,1.24,30.85,13.28,1.13,0.31,0.38,1
Vegetables,-0.3487495451047826,0.8501925061841664,-1.2076205250262684,1.5353905009772517,1.006384184057131,Biogas,8.04,3.32,-12.99,-38.38,1.79,0.46,1.14,4
Vegetables,-0.2674156889460177,0.5049246532756618,-1.6008247868903822,-1.133371253561733,1.1371507837571075,Animal Feed,8.55,3.1,-1.02,-5.43,1.27,0.54,1.22,4
Vegetables,0.4341772267887183,0.7302420060712854,0.2388966619201518,-1.5295514623895945,0.6739267271927775,Animal Feed,12.22,4.92,55.17,64.76,1.57,0.39,1.24,4
Mixed,1.0049287217463114,0.061946362585236024,-0.2610693604855935,-0.44665889159344,-0.9373837470764584,Compost,14.2,4.74,31.4,28.69,0.45,0.4,0.7,3
Fruits,-1.0892412616111018,-0.37483387794738104,1.1617229907849085,-0.3685711982592529,-1.0393373671815254,Compost,3.54,0.95,71.5,76.27,0.65,0.44,0.76,0
Fruits,0.7637561569624955,0.6948766610532021,0.9209856876027982,-0.49029613198607414,0.11983096575218817,Biogas,13.67,5.58,65.67,70.13,1.68,0.17,0.75,0
Vegetables,1.256710050376922,0.7918579164636167,-1.4410310407202276,0.6637940415559567,-0.6093590563036286,Biogas,15.74,6.89,-12.09,-31.23,1.66,0.53,1.23,4
Grains,-0.9909333832974644,-1.101099519968227,1.4331630224887952,-1.6145292463120922,0.29935799245893957,Donation,4.31,0.63,90.13,107.31,1.11,0.26,0.39,1
Grains,1.2673188142237173,-1.5743388790761879,-0.918386866565443,0.6821676164581184,0.3215218229165619,Compost,16.52,1.3,2.74,-13.56,0.97,0.25,0.48,1
Mixed,1.275805825301154,0.37877610300497244,-0.7938314792668728,1.4159622641132008,0.6295990662775296,Biogas,16.8,5.95,-0.09,-22.06,1.04,0.4,0.83,3
Fruits,-1.4258927010160758,0.872432568515126,0.27448391543402884,-0.2698132331601339,-1.6599246199949849,Biogas,1.78,0.85,45.21,44.03,0.86,0.27,0.84,0
Grains,0.8358957511207046,-1.7555406983956459,-0.27607183010418873,1.5905112256837368,1.2524027021367525,Compost,14.81,0.75,13.22,-7.31,0.8,0.35,0.45,1
Vegetables,-1.4541827379408638,1.1626471523748614,0.32960926891630943,1.6869724939200856,0.7337690694283602,Biogas,1.85,0.86,29.74,11.84,1.63,0.35,1.61,4
Mixed,1.6824751060949779,0.23622094937537882,-0.6619493044801513,0.44331114273001665,-1.8505335619305474,Biogas,16.84,6.35,12.16,-0.59,1.92,0.6,1.0,3
Grains,1.4115980025401353,-1.5845474322772841,-0.6343866277390112,-1.4985460547421967,0.9775712044622182,Animal Feed,17.83,1.34,29.86,34.18,0.89,0.29,0.38,1
Mixed,-1.3664836234740219,0.6770116929512839,0.3303070582008951,-0.9278168843437992,0.494399700486026,Animal Feed,2.31,0.92,52.54,57.41,1.15,0.33,0.79,3
Vegetables,0.24463397939264042,0.7546696155167658,1.0895017998302754,0.6052282715553166,0.7138216220164982,Biogas,11.2,4.54,60.96,56.84,1.74,0.53,1.4,4
Grains,0.46883252202158343,-1.602047809193449,1.34873051905391,1.1208367172472287,0.86453566912834,Compost,12.52,0.91,63.89,56.76,1.02,0.18,0.39,1
Vegetables,1.6966201245573713,0.6394588008186799,1.2981407959214375,1.1311718531296946,-0.4276156465511138,Biogas,18.17,7.47,62.35,54.84,1.48,0.57,1.08,4
Grains,0.7241501052677926,-1.0547964393775404,-0.4002783227604661,1.5755826960757304,0.7049560898334506,Compost,13.83,2.08,9.81,-11.3,1.09,0.39,0.4,1
Vegetables,-0.32116675910311454,1.080614135580338,-0.5792612742567309,0.5776679092020738,0.04669032524203076,Biogas,7.83,3.65,13.37,-0.08,1.39,0.35,1.23,4
Grains,0.22270920077593,-1.472617938250979,-0.25234699442827063,-0.9301135812065695,0.28384331113860145,Animal Feed,10.86,1.01,35.85,37.41,1.1,0.24,0.49,1
Vegetables,1.0098794782081493,0.8665991095430712,-1.4951097102756294,-1.6064908072923965,-0.6625522494019241,Animal Feed,14.42,6.49,6.12,6.44,1.98,0.47,1.16,4
Fruits,0.5621896438733828,0.617583329673474,0.5473195257070874,0.10684505233418079,-2.395763791188089,Compost,11.08,5.0,49.76,46.87,0.87,0.34,0.42,0
Grains,-1.1755258742317043,-1.4113666190444016,-1.2773994534848512,0.26302043900255506,1.1172033363452487,Compost,3.45,0.34,-3.91,-18.63,0.86,0.3,0.47,1
Mixed,-0.4017933643387597,-0.5924948158421828,-0.5555364385808128,1.3539514488184052,-0.5938443749832906,Compost,7.18,1.65,7.27,-12.81,1.05,0.44,0.93,3
Grains,-0.1676933087861409,-1.7077792530619458,0.06793828719662413,-1.6811334553324284,1.0130333331944184,Animal Feed,9.05,0.52,51.58,61.51,0.85,0.25,0.37,1
Grains,-0.4385704123409837,-1.2979787602750827,0.5058010632742307,-1.3618925914073692,0.30379075855046345,Animal Feed,7.29,0.86,61.35,71.02,1.04,0.27,0.38,1
Grains,-1.2526162248517512,-1.0697446779934314,-0.2921209836496628,1.0301171911678055,0.6650611950097266,Compost,2.95,0.44,17.65,1.91,1.07,0.28,0.42,1
Fruits,1.7383479290214336,-0.5520251942235512,0.5061499579165238,-0.19517058512010202,0.055555857425078424,Compost,18.83,4.3,51.2,50.71,1.07,0.38,0.71,0
Grains,1.6287240359378812,-1.1608924744317906,0.7451427878871695,1.3700283268577966,0.6074352358199042,Compost,18.72,2.55,44.43,31.68,0.95,0.31,0.51,1
Vegetables,1.407354497001417,1.0328526902466384,-0.5185536064977638,-1.3366289259168966,-0.7312601238205577,Animal Feed,16.41,7.82,31.77,35.34,1.31,0.45,0.73,4
Grains,-1.2625177377754266,-1.0905263755813772,1.3511727815499608,-1.5031394484677372,1.163747380306257,Donation,2.96,0.42,86.82,102.56,0.92,0.3,0.51,1
Grains,0.23119621185336614,-1.6301213304964637,1.7401903077065592,1.3436163129359393,0.3392528872826604,Compost,10.93,0.77,73.17,66.35,1.12,0.25,0.46,1
Grains,0.5041950681775679,-1.6417882484405737,-1.192618055407673,-1.500842751604967,1.19477674294693,Animal Feed,12.91,0.86,13.88,15.02,1.14,0.16,0.52,1
Grains,0.17815239261938912,-1.5167334717271448,-1.0970209234194148,-1.698358681803205,1.1814784446723554,Animal Feed,11.07,0.92,18.34,21.74,0.99,0.31,0.3,1
Grains,0.10672004938430019,-1.2002683224931618,1.4275807082121088,0.1125867944911064,0.7005233237419236,Compost,10.43,1.36,74.93,77.04,1.07,0.22,0.33,1
Vegetables,0.605331950183684,1.1619179700033546,0.9635508339625336,0.7028378882230503,0.7780967303436079,Biogas,13.22,6.1,56.49,50.79,1.38,0.55,1.7,4
Grains,0.5600678911040236,-1.6348610159112584,0.7852656717508548,-0.5810156580654974,0.22621735194877904,Compost,12.64,0.89,62.57,67.04,0.94,0.36,0.38,1
Meat,0.6131117103380006,0.2748676150652432,-1.0534090931328004,1.4986433511729287,0.048906708287791104,Biogas,12.82,4.47,-8.24,-32.43,2.51,1.06,0.56,2
Vegetables,-0.42796164849418816,1.1834288499628076,1.0720570677156298,-0.717669121400325,-0.4409139448256884,Animal Feed,7.09,3.49,71.96,79.25,1.37,0.71,1.29,4
Vegetables,1.6322602905534795,0.9632157737677316,-1.0942297662810714,0.44331114273001665,-0.5207037344731331,Biogas,17.75,8.19,-0.23,-15.46,1.52,0.46,1.22,4
Grains,-0.5927511135810769,-1.279749200987411,0.9558751518320896,-0.6786252747332313,1.163747380306257,Animal Feed,6.73,0.78,68.29,74.58,0.96,0.4,0.46,1
Vegetables,0.6435235000321474,0.5402899982937451,-0.10650903394983272,1.351654751955635,0.11983096575218817,Biogas,13.02,5.03,20.18,2.7,1.71,0.43,0.97,4
Grains,-1.1246038077670866,-1.1164123497698712,1.061939123089135,0.5328823203780549,0.758149282931746,Compost,3.67,0.52,60.79,57.15,1.01,0.23,0.38,1
Grains,-0.934353309447889,-1.552098816745228,-0.004980693042594944,-1.6570181382733413,1.2878648308689493,Animal Feed,4.83,0.38,49.28,58.58,0.88,0.36,0.32,1
Mixed,-1.414576686246161,0.4166935863233301,1.3787354582911007,1.40677547666212,0.11539819966066119,Biogas,2.01,0.74,62.25,52.81,1.42,0.46,0.73,3
Grains,-0.03968089170147642,-1.4037102041435794,1.1966124550141997,0.13440541468742315,0.5121307648521245,Compost,9.54,0.98,68.12,68.71,1.16,0.28,0.37,1
Fruits,0.8627712861992526,-0.09191111780271423,0.9178456358221618,0.0815813868437084,-2.380249109867751,Compost,12.5,4.18,60.58,60.04,1.41,0.41,0.9,0
Vegetables,-0.7299577926662975,0.9566531324241699,-1.351016223008656,0.960067936853314,-0.20376095892911772,Biogas,5.59,2.53,-12.09,-33.29,1.62,0.44,1.45,4
Grains,-0.8424106894423288,-1.0424003390619236,0.569997677456127,1.2770121039156028,0.651762896735152,Compost,5.2,0.79,40.21,27.27,1.06,0.31,0.36,1
Meat,0.9165223563563497,-0.1524332546377846,1.543762624095649,-0.1216762855114552,-1.5890003625305908,Compost,13.3,4.14,80.3,85.11,3.26,1.45,0.63,2
Vegetables,-1.0581222209938355,0.4790386790871676,1.2691825406111257,-0.2640714910032083,-0.7512075712324197,Biogas,3.75,1.48,73.66,78.14,1.25,0.53,1.26,4
Grains,0.10176929292246231,-1.0383898360186359,-0.8803573505555154,0.7947057627338587,1.0861739737045757,Compost,10.59,1.59,2.84,-14.23,1.11,0.38,0.47,1
Mixed,-1.271004748852863,0.3816928324910004,1.280696063806792,-1.6168259431748624,-1.0548520485018635,Animal Feed,2.62,1.01,85.78,102.11,1.35,0.32,0.87,3
Vegetables,1.7107651430197655,1.0434258346334877,-0.9068733433697768,-0.3639778045337126,-0.5916279919375302,Biogas,18.1,8.6,12.16,5.03,1.3,0.57,1.04,4
Fruits,-1.6210939557971114,-0.15972507835285343,-1.654554561803491,-0.5121147521823911,-1.1767531160187925,Compost,0.85,0.26,-7.97,-18.1,1.11,0.41,0.45,0
Mixed,-0.7674420915916411,0.2967430862104492,-0.10581124466524702,-0.7153724245375547,-1.930323351577992,Animal Feed,4.94,1.92,38.19,38.72,0.9,0.37,0.68,3
Grains,1.5700222093189462,-1.7070500706904388,0.6104694559621049,-0.9174817484613333,0.9997350349198436,Animal Feed,18.73,1.08,60.48,66.88,0.99,0.24,0.4,1
Grains,-0.811998899748182,-1.6016832180076956,-0.9916547414469548,-0.5098180553196209,1.1105541872079614,Compost,5.48,0.39,11.01,4.68,0.95,0.35,0.37,1
Vegetables,0.0013396618394656927,0.7776388602192327,0.6593147058831129,1.092128006462601,-0.8908397031154471,Biogas,9.12,4.03,44.37,33.54,1.34,0.49,1.2,4
Vegetables,-0.551023309117015,0.45278811371292016,-0.17593906776612261,-1.524958068664054,-0.793318849101904,Animal Feed,6.34,2.48,43.23,50.41,1.75,0.5,1.09,4
Vegetables,-0.8721152282133559,0.700345528839504,0.07421839075789657,-1.2344259155236226,0.5165635309436483,Animal Feed,5.01,2.01,47.87,53.96,1.29,0.63,1.12,4
Vegetables,0.801947706810959,1.3205151358061,-1.169591009016341,0.8498264874403438,0.6584120458724393,Biogas,14.23,6.92,-5.93,-25.14,1.78,0.67,1.12,4
Grains,0.9646154191284888,-1.3512090733950846,1.7039052649080966,0.2859874076302571,0.8711848182656273,Compost,15.27,1.65,81.35,83.53,1.08,0.25,0.4,1
Vegetables,1.3217771353039338,0.6708136427934754,-1.346480592658848,-0.14004986041361692,-0.8044007643307151,Biogas,15.92,6.74,-2.37,-13.97,1.44,0.41,1.17,4
Grains,1.4179632608482122,-1.2432900824120674,0.23436103157034383,-0.8244655255191398,1.1371507837571075,Animal Feed,18.0,2.19,48.89,52.32,0.83,0.26,0.48,1
Vegetables,-0.16557155601678197,0.4425795605118239,-1.1486573304787657,0.18148770037421247,1.0462790788808518,Biogas,9.08,3.23,0.49,-12.77,1.66,0.67,1.22,4
Mixed,-0.9767883648350706,-0.09665080321750874,-0.05766378402882484,-1.1930853719937586,-1.5712692981644925,Animal Feed,4.0,1.28,43.73,48.69,1.63,0.24,1.12,3
Mixed,-0.8890892503682285,0.25882560289209205,0.9380815250751509,-0.8325039645388355,-2.8789352951642813,Animal Feed,4.13,1.66,69.13,76.66,0.9,0.31,0.74,3
Meat,1.4519113051579577,0.23877308767565314,1.3215167369550629,0.17574595821728686,-0.10402372186981103,Biogas,17.17,5.94,71.34,72.29,3.09,0.98,0.43,2
Meat,1.0615087955958866,0.2901804448668876,-1.048175673498407,0.47890994410295473,-1.5934331286221146,Biogas,14.01,5.34,0.78,-14.49,2.64,0.92,0.52,2
Mixed,0.9547139062048131,-0.118526274362715,-0.35178196748175106,-1.5559634763114518,0.16637500971319627,Animal Feed,14.72,4.27,38.46,44.9,1.18,0.42,0.7,3
Grains,0.8182144780427122,-1.37089699742577,-0.10825350716129743,1.4676379435255305,1.2789992986858987,Compost,14.73,1.52,19.12,0.62,0.95,0.28,0.4,1
